timestamp,seq,device_ms,vibration,adxl_ax,adxl_ay,adxl_az,imu1_roll_deg,imu1_pitch_deg,imu1_total_tilt_deg,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,imu2_roll_deg,imu2_pitch_deg,imu2_total_tilt_deg,distance_cm,mq2_raw,temperature,humidity,buzzer
2026-08-23T06:06:39.573015Z,244,1218234,0,-0.902,-10.787,1.373,0.28,0.05,0.28,-1.168,1.099,10.247,0.023,-0.029,-0.023,0.21,0.15,0.25,21.03,100,23.8,73.0,0
2026-08-23T06:06:44.599946Z,245,1223245,0,-0.981,-10.787,1.334,0.08,0.46,0.47,-1.152,1.092,10.274,0.024,-0.029,-0.022,0.15,0.04,0.16,22.3,100,23.8,73.0,0
2026-08-23T06:06:49.588220Z,246,1228245,0,-0.824,-10.827,1.334,0.05,-0.37,0.38,-1.188,1.099,10.274,0.022,-0.028,-0.023,0.19,0.24,0.31,22.3,100,23.8,73.0,0
2026-08-23T06:06:54.611866Z,247,1233245,0,-0.941,-10.787,1.334,0.08,0.25,0.27,-1.176,1.104,10.269,0.024,-0.028,-0.023,0.22,0.18,0.28,22.28,100,23.8,73.0,0
2026-08-23T06:06:59.588354Z,248,1238245,0,-0.941,-10.748,1.255,-0.31,0.28,0.42,-1.166,1.099,10.226,0.022,-0.029,-0.023,0.22,0.15,0.27,22.3,100,23.8,73.0,0
2026-08-23T06:07:04.589621Z,249,1243245,0,-0.863,-10.591,1.255,-0.22,-0.07,0.23,-1.18,1.104,10.281,0.022,-0.029,-0.023,0.21,0.19,0.29,22.3,100,23.8,73.0,0
2026-08-23T06:07:09.582337Z,250,1248245,0,-0.941,-10.905,1.294,-0.21,0.2,0.29,-1.159,1.077,10.266,0.024,-0.029,-0.023,0.07,0.09,0.12,22.3,100,23.8,73.0,1
2026-08-23T06:07:14.585772Z,251,1253245,0,-0.941,-10.748,1.294,-0.11,0.27,0.3,-1.168,1.08,10.226,0.024,-0.029,-0.023,0.11,0.16,0.2,21.03,100,23.8,73.0,1
2026-08-23T06:07:19.582099Z,252,1258245,0,-0.863,-10.905,1.334,0.0,-0.2,0.2,-1.183,1.075,10.281,0.022,-0.029,-0.023,0.05,0.21,0.22,21.03,100,23.8,73.0,1
2026-08-23T06:07:24.582241Z,253,1263245,0,-1.138,-10.827,1.334,0.05,1.26,1.26,-1.161,1.109,10.25,0.023,-0.027,-0.024,0.26,0.11,0.28,22.3,100,23.8,73.0,0
2026-08-23T06:07:29.580242Z,254,1268245,0,-0.941,-10.787,1.294,-0.13,0.26,0.29,-1.178,1.082,10.283,0.022,-0.029,-0.023,0.09,0.18,0.2,22.3,100,23.8,73.0,0
2026-08-23T06:07:34.586004Z,255,1273245,0,-1.059,-10.905,1.294,-0.21,0.81,0.84,-1.164,1.104,10.23,0.023,-0.029,-0.022,0.25,0.14,0.28,21.44,100,23.8,73.0,0
2026-08-23T06:07:39.580006Z,256,1278245,0,-0.863,-10.827,1.412,0.46,-0.17,0.49,-1.171,1.094,10.269,0.022,-0.029,-0.023,0.17,0.15,0.22,22.3,100,23.8,73.0,0
2026-08-23T06:07:44.589238Z,257,1283253,0,-0.941,-10.866,1.334,0.02,0.22,0.22,-1.173,1.094,10.252,0.023,-0.028,-0.023,0.18,0.17,0.25,22.28,100,24.0,73.0,0
2026-08-23T06:07:49.589953Z,258,1288253,0,-0.981,-10.866,1.373,0.23,0.42,0.48,-1.161,1.087,10.23,0.022,-0.029,-0.023,0.15,0.12,0.19,21.44,100,23.8,73.0,0
2026-08-23T06:07:54.621602Z,259,1293253,0,-1.02,-10.748,1.334,0.1,0.69,0.69,-1.178,1.092,10.262,0.023,-0.028,-0.022,0.16,0.19,0.25,21.03,100,23.8,73.0,0
2026-08-23T06:07:59.586482Z,260,1298253,0,-1.059,-10.905,1.412,0.4,0.81,0.9,-1.204,1.099,10.257,0.023,-0.029,-0.023,0.2,0.34,0.39,21.03,100,23.8,73.0,0
2026-08-23T06:08:04.589307Z,261,1303253,0,-0.981,-10.748,1.334,0.1,0.48,0.49,-1.183,1.111,10.276,0.022,-0.028,-0.023,0.26,0.21,0.33,21.03,100,23.8,73.0,1
2026-08-23T06:08:09.588495Z,262,1308253,0,-0.941,-10.748,1.451,0.71,0.27,0.76,-1.168,1.08,10.254,0.023,-0.029,-0.023,0.1,0.15,0.17,21.03,100,23.8,73.0,1
2026-08-23T06:08:14.586598Z,263,1313253,0,-0.981,-10.905,1.373,0.2,0.41,0.45,-1.178,1.092,10.247,0.023,-0.029,-0.024,0.17,0.2,0.26,21.03,100,23.8,73.0,0
